Name,County,Acres,Start Date,Contained Date,active,Percent contained,Difference,Year
Hunter,Mendocino,16296,2006-07-26,2006-07-26,False,100,0,2006
Hoy,Siskiyou,1283,2006-07-26,2006-07-28,False,100,2,2006
Bar Complex,Trinity,100414,2006-07-27,2006-07-27,False,100,0,2006
Sage,Modoc,4855,2006-07-27,2006-08-05,False,100,9,2006
Junction,Trinity,3126,2006-07-29,2006-07-29,False,100,0,2006
Kingsley,Tehama,6854,2006-08-02,2006-08-02,False,100,0,2006
Cottonwood,Kern,2346,2006-08-05,2006-08-06,False,100,1,2006
Quail,Los Angeles,4864,2006-08-13,2006-08-16,False,100,3,2006
Pigeon,Trinity,6452,2006-09-02,2006-10-16,False,100,44,2006
Day,Ventura,169702,2006-09-04,2006-10-02,False,100,28,2006
Ralston,Placer,8423,2006-09-05,2006-09-18,False,100,13,2006
Sawmill,Mono,7434,2006-09-14,2006-09-15,False,100,1,2006
Orchard,Riverside,1580,2006-09-16,2006-09-16,False,100,0,2006
Ranch,Riverside,1670,2006-09-17,2006-09-17,False,100,0,2006
Pinnacles,San Bernardino,2370,2006-09-19,2006-09-21,False,100,2,2006
Bassetts,Sierra,2114,2006-09-19,2006-09-26,False,100,7,2006
Noble,Mendocino,1014,2006-09-24,2006-09-30,False,100,6,2006
Phelps,Fresno,1600,2006-10-25,2006-10-25,False,100,0,2006
Esperanza,Riverside,40200,2006-10-26,2006-10-31,False,100,5,2006
Shekell,Ventura,13600,2006-12-03,2006-12-05,False,100,2,2006
Westside,Kern,4025,2006-12-07,2006-12-09,False,100,2,2006
241,Orange,2036,2007-03-11,2007-03-13,False,100,2,2007
Sierra,Riverside,1044,2007-03-11,2007-03-12,False,100,1,2007
Las Flores,San Bernardino,4100,2007-03-31,2007-04-01,False,100,1,2007
Golden,Inyo,1988,2007-04-14,2007-04-15,False,100,1,2007
James,Kern,1350,2007-04-29,2007-05-05,False,100,6,2007
Island,Los Angeles,4750,2007-05-10,2007-05-15,False,100,5,2007
Gorman,Los Angeles,2050,2007-05-19,2007-05-22,False,100,3,2007
Shannon,Tulare,2140,2007-06-03,2007-06-04,False,100,1,2007
Goldledge,Tulare,4196,2007-06-03,2007-06-28,False,100,25,2007
Inkopah,Imperial,1500,2007-06-05,2007-06-06,False,100,1,2007
Angora,El Dorado,3100,2007-06-24,2007-07-02,False,100,8,2007
White,Kern,12454,2007-06-24,2007-07-03,False,100,9,2007
Mission,Monterey,2300,2007-06-28,2007-06-28,False,100,0,2007
Zaca,Santa Barbara,240207,2007-07-04,2007-09-04,False,100,62,2007
Antelope Complex,Plumas,22902,2007-07-05,2007-07-13,False,100,8,2007
Inyo Complex,Inyo,35176,2007-07-06,2007-07-16,False,100,10,2007
Rock 2,Tulare,1005,2007-07-06,2007-07-07,False,100,1,2007
Fletcher,Modoc,8121,2007-07-10,2007-07-19,False,100,9,2007
Elk Complex,Siskiyou,17684,2007-07-10,2007-09-15,False,100,67,2007
China-Back Complex,Siskiyou,2906,2007-07-13,2007-07-21,False,100,8,2007
Bangor,Butte,1057,2007-08-07,2007-08-07,False,100,0,2007
Tar,Kings,5644,2007-08-10,2007-08-19,False,100,9,2007
Grouse,Tulare,1022,2007-08-27,2007-09-08,False,100,12,2007
Wallow,Trinity,1440,2007-08-29,2007-09-03,False,100,5,2007
North,Los Angeles,2200,2007-09-02,2007-09-08,False,100,6,2007
Lick,Santa Clara,47760,2007-09-03,2007-09-11,False,100,8,2007
Moonlight,Plumas,64997,2007-09-03,2007-09-15,False,100,12,2007
Pine,San Diego,2170,2007-09-12,2007-09-16,False,100,4,2007
Butler 2,San Bernardino,14039,2007-09-14,2007-10-01,False,100,17,2007
Ranch,Los Angeles,58401,2007-10-20,2007-10-30,False,100,10,2007
Canyon,Los Angeles,4521,2007-10-21,2007-10-27,False,100,6,2007
Sedgewick Fire,Santa Barbara,710,2007-10-21,2007-10-30,False,100,9,2007
Harris,San Diego,90440,2007-10-21,2007-11-05,False,100,15,2007
Witch,San Diego,197990,2007-10-21,2007-11-06,False,100,16,2007
McCoy Fire[nb 1],San Diego,400,2007-10-21,2007-10-26,False,100,5,2007
Buckweed,Los Angeles,38356,2007-10-21,2007-11-01,False,100,11,2007
Santiago,Orange,28400,2007-10-21,2007-11-09,False,100,19,2007
Little Mountain Fire,San Bernardino,650,2007-10-22,2007-10-24,False,100,2,2007
Magic,Los Angeles,2824,2007-10-22,2007-10-27,False,100,5,2007
Slide,San Bernardino,12759,2007-10-22,2007-10-31,False,100,9,2007
Rice,San Diego,9472,2007-10-22,2007-11-01,False,100,10,2007
Grass Valley,San Bernardino,1247,2007-10-22,2007-10-29,False,100,7,2007
Meadowridge Fire,Los Angeles,58401,2007-10-23,2007-10-30,False,100,7,2007
Poomacha[nb 1],San Diego,49410,2007-10-23,2007-11-13,False,100,21,2007
Ammo (Horno) Fire,San Diego,21004,2007-10-23,2007-10-29,False,100,6,2007
Jack,Mariposa,1108,2007-10-29,2007-12-15,False,100,47,2007
Corral,Los Angeles,4901,2007-11-24,2007-11-27,False,100,3,2007
Wawona Nw,Mariposa,1130,2008-04-09,2008-04-19,False,100,10,2008
Honey Bee,Tulare,1225,2008-05-06,2008-05-23,False,100,17,2008
Colyear,Tehama,1331,2008-05-06,2008-05-09,False,100,3,2008
Avocado,Fresno,1100,2008-05-20,2008-05-21,False,100,1,2008
Summit,Santa Cruz,4270,2008-05-22,2008-05-27,False,100,5,2008
Clover,Tulare,15300,2008-05-28,2008-07-20,False,100,53,2008
Indians,Monterey,81378,2008-06-08,2008-07-10,False,100,32,2008
Jackson,Sacramento,6400,2008-06-10,2008-06-12,False,100,2,2008
Ophir,Butte,1600,2008-06-10,2008-06-13,False,100,3,2008
41,Madera,3300,2008-06-10,2008-06-11,False,100,1,2008
Lagrange,Tuolumne,1346,2008-06-10,2008-06-11,False,100,1,2008
Humboldt,Butte,23344,2008-06-11,2008-06-21,False,100,10,2008
Whiskey,Tehama,7783,2008-06-12,2008-06-22,False,100,10,2008
Albion River Lightning,Mendocino,1000,2008-06-20,2008-06-30,False,100,10,2008
Lime Complex,Trinity,98715,2008-06-20,2008-08-15,False,100,56,2008
Mad Complex,Trinity,3705,2008-06-20,2008-07-21,False,100,31,2008
Hells Half Complex,Trinity,15146,2008-06-20,2008-07-28,False,100,38,2008
South Complex,Humboldt,29327,2008-06-20,2008-09-15,False,100,87,2008
Brown Complex,San Benito,3870,2008-06-21,2008-06-24,False,100,3,2008
West Branch,Butte,3206,2008-06-21,2008-06-21,False,100,0,2008
Frey,Butte,10000,2008-06-21,2008-06-21,False,100,0,2008
Flea Valley,Butte,1248,2008-06-21,2008-06-21,False,100,0,2008
Flea Valley 2,Butte,1248,2008-06-21,2008-06-21,False,100,0,2008
Paradise,Humboldt,1076,2008-06-21,2008-08-01,False,100,41,2008
Blue 2 Complex,Siskiyou,82186,2008-06-20,2008-09-30,False,100,102,2008
Popcorn,Lassen,3000,2008-06-21,2008-06-22,False,100,1,2008
Cub Complex,Lassen,19718,2008-06-21,2008-07-20,False,100,29,2008
Peterson Complex,Lassen,7842,2008-06-21,2008-07-02,False,100,11,2008
Wild,Napa,4200,2008-06-21,2008-06-26,False,100,5,2008
Basin Complex,Monterey,162818,2008-06-21,2008-07-27,False,100,36,2008
Wagers Lightning,Mendocino,3000,2008-06-21,2008-06-21,False,100,0,2008
Jack Smith Lightning,Mendocino,3000,2008-06-21,2008-07-13,False,100,22,2008
Mallo B,Mendocino,4466,2008-06-21,2008-07-17,False,100,26,2008
Squaw 1 Lightning 2,Mendocino,3000,2008-06-21,2008-07-13,False,100,22,2008
Red Mountain 1,Mendocino,7515,2008-06-21,2008-08-01,False,100,41,2008
Gate Lightning,Mendocino,3000,2008-06-21,2008-07-13,False,100,22,2008
Soda Complex,Lake,8632,2008-06-21,2008-07-26,False,100,35,2008
Canyon Complex,Plumas,47680,2008-06-21,2008-09-30,False,100,101,2008
Iron Alps Complex,Trinity,105805,2008-06-21,2008-09-09,False,100,80,2008
Sta 57 Ono Cdf Igo 2,Shasta,4000,2008-06-21,2008-07-24,False,100,33,2008
Whitmore Old Crow C2,Shasta,2054,2008-06-21,2008-07-15,False,100,24,2008
EO2A,Shasta,1200,2008-06-21,2008-07-06,False,100,15,2008
Stein,Shasta,1148,2008-06-21,2008-07-07,False,100,16,2008
Moon,Shasta,6030,2008-06-21,2008-08-09,False,100,49,2008
Platina 4,Trinity,12980,2008-06-21,2008-07-04,False,100,13,2008
Lewiston 8,Trinity,1311,2008-06-21,2008-07-23,False,100,32,2008
Lakehead,Shasta,27936,2008-06-21,2008-08-23,False,100,63,2008
Oliver,Mariposa,2200,2008-06-21,2008-06-26,False,100,5,2008
North Mountain,Tuolumne,2889,2008-06-21,2008-07-03,False,100,12,2008
American River Complex,Placer,20541,2008-06-21,2008-07-30,False,100,39,2008
Yuba River Complex,Sierra,4254,2008-06-21,2008-07-15,False,100,24,2008
Whiskeytown Complex,Shasta,6420,2008-06-21,2008-07-19,False,100,28,2008
Klamath Theater Complex,Siskiyou,192038,2008-06-21,2008-09-30,False,100,101,2008
Popcorn,Lassen,3000,2008-06-22,2008-07-08,False,100,16,2008
Mill Complex,Tehama,2100,2008-06-22,2008-06-29,False,100,7,2008
Walker,Lake,15000,2008-06-22,2008-06-29,False,100,7,2008
Orr Springs Rd Ukv 2,Mendocino,3000,2008-06-22,2008-07-10,False,100,18,2008
5-8 Cliff Lightning,Mendocino,1000,2008-06-22,2008-07-13,False,100,21,2008
Venture,Shasta,1912,2008-06-22,2008-07-04,False,100,12,2008
Corral,Lassen,12500,2008-06-23,2008-07-07,False,100,14,2008
Oliver,Mariposa,2789,2008-06-23,2008-07-06,False,100,13,2008
Mill Creek,Tehama,13580,2008-06-24,2008-07-01,False,100,7,2008
Piute,Kern,37026,2008-06-28,2008-07-25,False,100,27,2008
Hardy,Mendocino,5581,2008-06-30,2008-06-30,False,100,0,2008
Gap,Santa Barbara,9443,2008-07-01,2008-07-28,False,100,27,2008
Butch Lightning,Mendocino,2800,2008-07-04,2008-07-04,False,100,0,2008
Lost Pipe Lightning,Mendocino,1200,2008-07-04,2008-07-10,False,100,6,2008
Jack Smith Lightning,Mendocino,2000,2008-07-04,2008-07-15,False,100,11,2008
Albion Lightning,Mendocino,3000,2008-07-04,2008-07-08,False,100,4,2008
Horse Lightning,Mendocino,1000,2008-07-04,2008-07-08,False,100,4,2008
Orr Series Lightning,Mendocino,3000,2008-07-04,2008-07-13,False,100,9,2008
Montgomery Flat Lightning,Mendocino,3000,2008-07-04,2008-07-15,False,100,11,2008
Alder Creek Beach,Mendocino,1000,2008-07-07,2008-07-07,False,100,0,2008
Tehipite,Fresno,11596,2008-07-19,2008-11-11,False,100,115,2008
Panther,Siskiyou,72344,2008-07-24,2008-09-30,False,100,68,2008
Telegraph,Mariposa,34091,2008-07-25,2008-09-15,False,100,52,2008
Rich,Plumas,6112,2008-07-29,2008-08-10,False,100,12,2008
Craig,Butte,2001,2008-08-03,2008-08-11,False,100,8,2008
Rim,Butte,1651,2008-08-13,2008-08-13,False,100,0,2008
Empire,Butte,2000,2008-08-13,2008-08-13,False,100,0,2008
Camp Beldon and Pit,Butte,47647,2008-07-08,2008-08-13,False,100,36,2008
Smokey,Butte,1324,2008-08-13,2008-08-13,False,100,0,2008
Jack,Siskiyou,6900,2008-08-17,2008-08-22,False,100,5,2008
Gladding,Placer,1000,2008-09-01,2008-09-03,False,100,2,2008
Gulch,Shasta,2847,2008-09-07,2008-09-11,False,100,4,2008
Hidden,Tulare,3668,2008-09-10,2008-09-30,False,100,20,2008
Chalk,Monterey,16269,2008-09-25,2008-10-29,False,100,34,2008
November,San Diego,1400,2008-10-08,2008-10-09,False,100,1,2008
Marek,Los Angeles,4824,2008-10-12,2008-10-16,False,100,4,2008
Sesnon,Los Angeles,14703,2008-10-13,2008-10-18,False,100,5,2008
Juliett,San Diego,4026,2008-10-13,2008-10-17,False,100,4,2008
Lackerman,Butte,1310,2008-10-23,2008-10-23,False,100,0,2008
Tea,Santa Barbara,1940,2008-11-13,2008-11-17,False,100,4,2008
Sayre,Los Angeles,11200,2008-11-14,2008-11-20,False,100,6,2008
Freeway Complex,Riverside,30305,2008-11-15,2008-11-22,False,100,7,2008
Jesusita,Santa Barbara,8733,2009-05-05,2009-05-20,False,100,15,2009
Grouse,Mariposa,3047,2009-05-30,2009-07-13,False,100,44,2009
Harden,Tuolumne,1661,2009-06-08,2009-07-11,False,100,33,2009
Explosive,San Joaquin,2163,2009-06-19,2009-06-19,False,100,0,2009
Lion Complex,Tulare,3988,2009-06-30,2009-08-21,False,100,52,2009
Backbone,Trinity,6324,2009-07-01,2009-07-24,False,100,23,2009
Yankee,San Diego,2200,2009-07-11,2009-07-14,False,100,3,2009
Fork,Inyo,3268,2009-07-18,2009-07-27,False,100,9,2009
Tennant,Siskiyou,3225,2009-07-19,2009-07-27,False,100,8,2009
Knight,Tuolumne,6130,2009-07-26,2009-08-11,False,100,16,2009
Wildcat,Tuolumne,1100,2009-07-29,2009-08-31,False,100,33,2009
Hat Creek Complex,Shasta,11269,2009-08-01,2009-08-12,False,100,11,2009
W-4,Lassen,1500,2009-08-01,2009-08-07,False,100,6,2009
Dodge Complex,Lassen,1600,2009-08-01,2009-08-03,False,100,2,2009
Brown,Shasta,1000,2009-08-02,2009-08-12,False,100,10,2009
Fairfield,Shasta,1664,2009-08-02,2009-08-21,False,100,19,2009
Chalk (Shu Complex),Shasta,6895,2009-08-03,2009-08-16,False,100,13,2009
Goose (Shu Complex),Shasta,3918,2009-08-03,2009-08-17,False,100,14,2009
Cassel (Shu Complex),Shasta,6319,2009-08-03,2009-08-14,False,100,11,2009
La Brea,Santa Barbara,89489,2009-08-08,2009-08-23,False,100,15,2009
Lockheed,Santa Cruz,7817,2009-08-12,2009-08-23,False,100,11,2009
Coffin,Trinity,1300,2009-08-12,2009-08-15,False,100,3,2009
Corral,San Joaquin,12200,2009-08-13,2009-08-16,False,100,3,2009
Yuba,Yuba,3891,2009-08-14,2009-08-24,False,100,10,2009
Red Rock,Siskiyou,1364,2009-08-21,2009-09-04,False,100,14,2009
Morris,Los Angeles,2168,2009-08-25,2009-09-03,False,100,9,2009
Bryson,Monterey,3383,2009-08-25,2009-08-29,False,100,4,2009
Station,Los Angeles,160577,2009-08-26,2009-10-16,False,100,51,2009
Big Meadows,Mariposa,7425,2009-08-26,2009-09-10,False,100,15,2009
Gloria,Monterey,6437,2009-08-27,2009-09-01,False,100,5,2009
Cottonwood,Riverside,2409,2009-08-27,2009-08-31,False,100,4,2009
Pacheco,Santa Clara,1600,2009-08-29,2009-08-30,False,100,1,2009
Oak Glen III,San Bernardino,1159,2009-08-30,2009-09-08,False,100,9,2009
Oasis,Lake,1500,2009-09-07,2009-09-12,False,100,5,2009
Guiberson,Ventura,17500,2009-09-22,2009-10-01,False,100,9,2009
Six,Yolo,1235,2009-10-01,2009-10-01,False,100,0,2009
Sheep,San Bernardino,7128,2009-10-03,2009-10-10,False,100,7,2009
Mill Creek #4,Humboldt,2750,2009-10-07,2009-10-17,False,100,10,2009
Cotton,San Luis Obispo,2044,2010-05-15,2010-05-17,False,100,2,2010
McKinley,Riverside,1000,2010-05-20,2010-05-22,False,100,2,2010
Robinson,Merced,1600,2010-06-11,2010-06-12,False,100,1,2010
Aliso,San Diego,3225,2010-07-13,2010-07-13,False,100,0,2010
Sand 2,Kern,1254,2010-07-16,2010-07-22,False,100,6,2010
Indian,Kern,1822,2010-07-18,2010-07-24,False,100,6,2010
Mono,Mono,1205,2010-07-26,2010-07-29,False,100,3,2010
Bull,Kern,16442,2010-07-26,2010-08-10,False,100,15,2010
McDonald,Lassen,9408,2010-07-27,2010-08-10,False,100,14,2010
West,Kern,1650,2010-07-27,2010-08-06,False,100,10,2010
Crown,Los Angeles,13918,2010-07-29,2010-08-03,False,100,5,2010
Bar,Plumas,1040,2010-07-31,2010-08-10,False,100,10,2010
Pozo,San Luis Obispo,1200,2010-08-21,2010-08-22,False,100,1,2010
Post,Kern,1312,2010-08-25,2010-08-28,False,100,3,2010
Bullard,Yuba,1307,2010-08-27,2010-08-31,False,100,4,2010
Bullards,Nevada,1500,2010-08-27,2010-09-13,False,100,17,2010
Canyon,Kern,9820,2010-09-12,2010-09-19,False,100,7,2010
Cove,Kern,1122,2011-05-27,2011-05-31,False,100,4,2011
Cougar,Modoc,2000,2011-06-08,2011-06-13,False,100,5,2011
Antelope,Kern,5200,2011-06-19,2011-06-21,False,100,2,2011
Quinn,Kern,3154,2011-06-21,2011-06-22,False,100,1,2011
Stage,Tulare,1213,2011-06-27,2011-07-02,False,100,5,2011
Lion,Tulare,20500,2011-07-08,2011-10-10,False,100,94,2011
Scorpion Complex,Modoc,2945,2011-07-15,2011-07-18,False,100,3,2011
Eagle,San Diego,14100,2011-07-21,2011-07-29,False,100,8,2011
Annie,Modoc,2076,2011-08-18,2011-08-21,False,100,3,2011
